Name,Year,genres,rating,votes,Key
A Summer Tale,2000.0,"['Comedy', 'Drama', 'Family']",7.3,4924,"('A Summer Tale', 2000.0)"
A Nameless Band,1981.0,"['Comedy', 'Drama', 'Music']",8.8,2446,"('A Nameless Band', 1981.0)"
"Farewell, Home Sweet Home",1999.0,"['Comedy', 'Drama']",7.1,1096,"('Farewell, Home Sweet Home', 1999.0)"
The Dish,2000.0,"['Comedy', 'Drama', 'History']",7.2,17739,"('The Dish', 2000.0)"
My Neighbors the Yamadas,1999.0,"['Animation', 'Comedy', 'Family']",7.1,17570,"('My Neighbors the Yamadas', 1999.0)"
The Railroad Man,1999.0,['Drama'],7.1,1515,"('The Railroad Man', 1999.0)"
Children of Men,2006.0,"['Drama', 'Sci-Fi', 'Thriller']",7.9,562345,"('Children of Men', 2006.0)"
My First Mister,2001.0,"['Comedy', 'Drama', 'Romance']",7.1,6121,"('My First Mister', 2001.0)"
As Long as You've Got Your Health,1966.0,['Comedy'],7.1,1028,"(""As Long as You've Got Your Health"", 1966.0)"
Canone Inverso,2000.0,['Drama'],7.0,1317,"('Canone Inverso', 2000.0)"
Snatch,2000.0,"['Comedy', 'Crime']",8.2,970776,"('Snatch', 2000.0)"
Happy Accidents,2000.0,"['Comedy', 'Romance']",7.1,10568,"('Happy Accidents', 2000.0)"
The Miracle Maker,1999.0,"['Animation', 'Biography', 'Drama']",7.1,1975,"('The Miracle Maker', 1999.0)"
The Third Page,1999.0,['Drama'],7.3,5079,"('The Third Page', 1999.0)"
Compassionate Sex,2000.0,['Comedy'],7.0,1372,"('Compassionate Sex', 2000.0)"
The Son's Room,2001.0,['Drama'],7.3,22512,"(""The Son's Room"", 2001.0)"
Memento,2000.0,"['Drama', 'Mystery', 'Thriller']",8.4,1424596,"('Memento', 2000.0)"
Sky Hook,2000.0,"['Drama', 'Sport', 'War']",8.2,5616,"('Sky Hook', 2000.0)"
Not One Less,1999.0,['Drama'],7.7,9783,"('Not One Less', 1999.0)"
The Wind Will Carry Us,1999.0,['Drama'],7.4,13854,"('The Wind Will Carry Us', 1999.0)"
Beau Travail,1999.0,"['Drama', 'War']",7.3,17856,"('Beau Travail', 1999.0)"
"Ratas, ratones, rateros",1999.0,"['Action', 'Crime', 'Drama']",7.2,1020,"('Ratas, ratones, rateros', 1999.0)"
Songcatcher,2000.0,"['Drama', 'Music']",7.3,3853,"('Songcatcher', 2000.0)"
Himalaya,1999.0,['Drama'],7.5,5985,"('Himalaya', 1999.0)"
"The Same Love, the Same Rain",1999.0,"['Comedy', 'Drama', 'Romance']",7.3,3823,"('The Same Love, the Same Rain', 1999.0)"
Postmen in the Mountains,1999.0,['Drama'],7.8,2022,"('Postmen in the Mountains', 1999.0)"
Remember the Titans,2000.0,"['Biography', 'Comedy', 'Drama']",7.8,247921,"('Remember the Titans', 2000.0)"
Zakhm,1998.0,['Drama'],7.8,3767,"('Zakhm', 1998.0)"
The Mystery of the Third Planet,1981.0,"['Adventure', 'Animation', 'Family']",7.8,4190,"('The Mystery of the Third Planet', 1981.0)"
Vengo,2000.0,"['Biography', 'Drama', 'Musical']",7.3,3107,"('Vengo', 2000.0)"
Amélie,2001.0,"['Comedy', 'Romance']",8.3,835469,"('Amélie', 2001.0)"
Berlin Calling,2008.0,"['Comedy', 'Drama', 'Music']",7.2,15848,"('Berlin Calling', 2008.0)"
The Tracker,2002.0,"['Drama', 'Western']",7.3,3492,"('The Tracker', 2002.0)"
Meet the Parents,2000.0,"['Comedy', 'Romance']",7.0,376159,"('Meet the Parents', 2000.0)"
The Bus,1975.0,"['Comedy', 'Crime', 'Drama']",7.4,2428,"('The Bus', 1975.0)"
Tully,2000.0,['Drama'],7.3,2044,"('Tully', 2000.0)"
2046,2004.0,"['Drama', 'Romance', 'Sci-Fi']",7.4,65315,"('2046', 2004.0)"
A.I. Artificial Intelligence,2001.0,"['Adventure', 'Drama', 'Sci-Fi']",7.2,337530,"('A.I. Artificial Intelligence', 2001.0)"
Big Eden,2000.0,"['Comedy', 'Drama', 'Romance']",7.3,5365,"('Big Eden', 2000.0)"
Bread and Roses,2000.0,['Drama'],7.0,6379,"('Bread and Roses', 2000.0)"
Fly Me to Polaris,1999.0,"['Drama', 'Fantasy', 'Romance']",7.1,1235,"('Fly Me to Polaris', 1999.0)"
Tomorrow I'll Wake Up and Scald Myself with Tea,1977.0,"['Comedy', 'Romance', 'Sci-Fi']",7.1,1644,"(""Tomorrow I'll Wake Up and Scald Myself with Tea"", 1977.0)"
Malena,2000.0,"['Drama', 'Romance', 'War']",7.4,123853,"('Malena', 2000.0)"
Mohabbatein,2000.0,"['Drama', 'Musical', 'Romance']",7.1,37041,"('Mohabbatein', 2000.0)"
Crane World,1999.0,"['Comedy', 'Drama']",7.0,1294,"('Crane World', 1999.0)"
Padaiyappa,1999.0,"['Action', 'Comedy', 'Drama']",8.3,9777,"('Padaiyappa', 1999.0)"
Chithram,1988.0,"['Comedy', 'Drama', 'Musical']",8.7,6791,"('Chithram', 1988.0)"
Grass,1999.0,"['Documentary', 'History']",7.2,3669,"('Grass', 1999.0)"
Karz,1980.0,"['Action', 'Musical', 'Romance']",7.4,2607,"('Karz', 1980.0)"
Manichithrathazhu,1993.0,"['Comedy', 'Horror', 'Mystery']",8.7,14217,"('Manichithrathazhu', 1993.0)"
Pappayude Swantham Appoos,1992.0,['Drama'],7.7,1378,"('Pappayude Swantham Appoos', 1992.0)"
Shower,1999.0,"['Comedy', 'Drama']",7.5,4339,"('Shower', 1999.0)"
Angoor,1982.0,['Comedy'],8.3,6239,"('Angoor', 1982.0)"
Enemy at the Gates,2001.0,"['Action', 'Drama', 'War']",7.5,291836,"('Enemy at the Gates', 2001.0)"
Koshish,1972.0,['Drama'],8.4,1865,"('Koshish', 1972.0)"
Parichay,1972.0,"['Drama', 'Family', 'Musical']",7.6,1060,"('Parichay', 1972.0)"
Running Out of Time,1999.0,"['Action', 'Crime', 'Drama']",7.3,6987,"('Running Out of Time', 1999.0)"
Code Unknown,2000.0,['Drama'],7.1,16298,"('Code Unknown', 2000.0)"
Vampire Hunter D: Bloodlust,2000.0,"['Action', 'Animation', 'Drama']",7.7,40714,"('Vampire Hunter D: Bloodlust', 2000.0)"
The Taste of Others,2000.0,"['Comedy', 'Drama', 'Romance']",7.2,11107,"('The Taste of Others', 2000.0)"
Harrison's Flowers,2000.0,"['Drama', 'Romance', 'War']",7.0,7072,"(""Harrison's Flowers"", 2000.0)"
With a Friend Like Harry...,2000.0,"['Comedy', 'Drama', 'Mystery']",7.1,12426,"('With a Friend Like Harry...', 2000.0)"
Propaganda,1999.0,"['Drama', 'History']",7.1,10581,"('Propaganda', 1999.0)"
Gangs of New York,2002.0,"['Crime', 'Drama']",7.5,501965,"('Gangs of New York', 2002.0)"
The Adventures of Mowgli,1973.0,"['Adventure', 'Animation', 'Family']",7.6,2631,"('The Adventures of Mowgli', 1973.0)"
Looking for Alibrandi,2000.0,"['Comedy', 'Drama', 'Romance']",7.0,3789,"('Looking for Alibrandi', 2000.0)"
Unbreakable,2000.0,"['Drama', 'Mystery', 'Sci-Fi']",7.3,465447,"('Unbreakable', 2000.0)"
Beyond the Mat,1999.0,"['Biography', 'Documentary', 'Sport']",7.6,9745,"('Beyond the Mat', 1999.0)"
The Twelve Months,1956.0,"['Animation', 'Family', 'Fantasy']",7.4,1652,"('The Twelve Months', 1956.0)"
Best in Show,2000.0,['Comedy'],7.5,74164,"('Best in Show', 2000.0)"
Loners,2000.0,['Comedy'],7.5,3435,"('Loners', 2000.0)"
The Red Ribbon,1999.0,"['Drama', 'War']",7.0,1238,"('The Red Ribbon', 1999.0)"
The Mission,1999.0,"['Action', 'Crime']",7.5,6682,"('The Mission', 1999.0)"
Mudhalvan,1999.0,"['Action', 'Drama', 'Thriller']",8.4,9333,"('Mudhalvan', 1999.0)"
Human Resources,1999.0,"['Comedy', 'Drama']",7.2,2958,"('Human Resources', 1999.0)"
Shool,1999.0,"['Action', 'Crime', 'Drama']",7.7,4346,"('Shool', 1999.0)"
Vaastav: The Reality,1999.0,"['Action', 'Crime', 'Drama']",8.0,15861,"('Vaastav: The Reality', 1999.0)"
Black Tar Heroin: The Dark End of the Street,2000.0,"['Biography', 'Documentary']",7.9,1120,"('Black Tar Heroin: The Dark End of the Street', 2000.0)"
Blow,2001.0,"['Biography', 'Crime', 'Drama']",7.5,286431,"('Blow', 2001.0)"
Chopper,2000.0,"['Biography', 'Crime', 'Drama']",7.1,44225,"('Chopper', 2000.0)"
Herod's Law,1999.0,"['Comedy', 'Crime', 'Drama']",7.8,7800,"(""Herod's Law"", 1999.0)"
Hey Ram,2000.0,"['Crime', 'Drama', 'History']",8.0,15075,"('Hey Ram', 2000.0)"
The Waiting List,2000.0,"['Comedy', 'Drama', 'Romance']",7.1,1302,"('The Waiting List', 2000.0)"
André Hazes: Zij Gelooft in Mij,1999.0,"['Documentary', 'Drama']",7.3,1146,"('André Hazes: Zij Gelooft in Mij', 1999.0)"
Brother,2000.0,"['Crime', 'Drama', 'Thriller']",7.1,25796,"('Brother', 2000.0)"
Pay It Forward,2000.0,['Drama'],7.2,128359,"('Pay It Forward', 2000.0)"
The Vertical Ray of the Sun,2000.0,"['Drama', 'Romance']",7.2,4193,"('The Vertical Ray of the Sun', 2000.0)"
The Debt,1999.0,"['Crime', 'Drama', 'Thriller']",7.8,4134,"('The Debt', 1999.0)"
Final Episode,1974.0,"['Action', 'Crime', 'Drama']",7.3,1391,"('Final Episode', 1974.0)"
Female Prisoner #701: Scorpion,1972.0,"['Crime', 'Drama', 'Thriller']",7.2,5531,"('Female Prisoner #701: Scorpion', 1972.0)"
Female Prisoner Scorpion: Jailhouse 41,1972.0,"['Crime', 'Drama', 'Thriller']",7.1,3742,"('Female Prisoner Scorpion: Jailhouse 41', 1972.0)"
Marsal,1999.0,['Comedy'],7.2,2135,"('Marsal', 1999.0)"
Burnt Money,2000.0,"['Crime', 'Drama', 'Romance']",7.0,7159,"('Burnt Money', 2000.0)"
Little Otik,2000.0,"['Animation', 'Comedy', 'Drama']",7.3,7338,"('Little Otik', 2000.0)"
"Throw Away Your Books, Rally in the Streets",1971.0,"['Drama', 'Music']",7.6,2544,"('Throw Away Your Books, Rally in the Streets', 1971.0)"
Dinner Rush,2000.0,"['Crime', 'Drama', 'Romance']",7.2,6598,"('Dinner Rush', 2000.0)"
An Evening of Edgar Allan Poe,1970.0,"['Drama', 'Horror', 'Mystery']",7.3,1252,"('An Evening of Edgar Allan Poe', 1970.0)"
Princes and Princesses,2000.0,"['Animation', 'Comedy', 'Family']",7.6,2647,"('Princes and Princesses', 2000.0)"
Instrument,1999.0,['Documentary'],7.8,1107,"('Instrument', 1999.0)"
Mayor of the Sunset Strip,2003.0,"['Biography', 'Documentary', 'Music']",7.0,1692,"('Mayor of the Sunset Strip', 2003.0)"
One Day in September,1999.0,"['Documentary', 'History', 'Sport']",7.8,6691,"('One Day in September', 1999.0)"
A Northern Story of Valor,1989.0,"['Drama', 'History']",8.7,6713,"('A Northern Story of Valor', 1989.0)"
The Others,2001.0,"['Horror', 'Mystery', 'Thriller']",7.6,424137,"('The Others', 2001.0)"
Vasika... kalispera sas,1982.0,['Comedy'],7.0,1275,"('Vasika... kalispera sas', 1982.0)"
The Nightingale's Prayer,1959.0,"['Drama', 'Romance']",8.1,2161,"(""The Nightingale's Prayer"", 1959.0)"
The Most Beautiful Wife,1970.0,"['Crime', 'Drama']",7.0,1283,"('The Most Beautiful Wife', 1970.0)"
Nagara Haavu,1972.0,"['Drama', 'Musical']",9.0,1245,"('Nagara Haavu', 1972.0)"
Woh Kaun Thi?,1964.0,"['Drama', 'Mystery', 'Romance']",7.5,1430,"('Woh Kaun Thi?', 1964.0)"
Land of Fear,1999.0,"['Crime', 'Drama', 'Thriller']",8.2,2254,"('Land of Fear', 1999.0)"
Chachi 420,1997.0,"['Comedy', 'Drama', 'Family']",7.4,14087,"('Chachi 420', 1997.0)"
Angels of the Universe,2000.0,"['Biography', 'Drama']",7.5,3127,"('Angels of the Universe', 2000.0)"
The Eyes of Tammy Faye,2000.0,"['Biography', 'Documentary']",7.2,2293,"('The Eyes of Tammy Faye', 2000.0)"
Baran,2001.0,"['Drama', 'Romance']",7.7,9427,"('Baran', 2001.0)"
Zapatlela,1993.0,"['Comedy', 'Drama', 'Horror']",7.8,1363,"('Zapatlela', 1993.0)"
Kranti,1981.0,"['Action', 'Adventure', 'Drama']",7.3,1208,"('Kranti', 1981.0)"
The Matrix Reloaded,2003.0,"['Action', 'Sci-Fi']",7.2,666709,"('The Matrix Reloaded', 2003.0)"
Clouds of May,1999.0,['Drama'],7.3,7357,"('Clouds of May', 1999.0)"
Divided We Fall,2000.0,"['Comedy', 'Drama', 'War']",7.6,5566,"('Divided We Fall', 2000.0)"
Purab Aur Pachhim,1971.0,"['Drama', 'Romance']",7.4,1077,"('Purab Aur Pachhim', 1971.0)"
Suzhou River,2000.0,"['Drama', 'Romance']",7.4,8409,"('Suzhou River', 2000.0)"
The Town Is Quiet,2000.0,['Drama'],7.2,1392,"('The Town Is Quiet', 2000.0)"
The Road Home,1999.0,"['Drama', 'Romance']",7.7,14478,"('The Road Home', 1999.0)"
6ixtynin9,1999.0,"['Comedy', 'Crime', 'Thriller']",7.2,2518,"('6ixtynin9', 1999.0)"
Audition,1999.0,"['Drama', 'Horror', 'Mystery']",7.1,98279,"('Audition', 1999.0)"
Dark Days,2000.0,['Documentary'],7.7,7472,"('Dark Days', 2000.0)"
The Harmonium in My Memory,1999.0,"['Drama', 'Romance']",7.2,1205,"('The Harmonium in My Memory', 1999.0)"
Mullum Malarum,1978.0,"['Drama', 'Family', 'Musical']",8.2,1131,"('Mullum Malarum', 1978.0)"
The Salton Sea,2002.0,"['Crime', 'Drama', 'Mystery']",7.0,33275,"('The Salton Sea', 2002.0)"
Flickering Lights,2000.0,"['Action', 'Comedy', 'Crime']",7.5,26670,"('Flickering Lights', 2000.0)"
The Filth and the Fury,2000.0,"['Biography', 'Documentary', 'Music']",7.6,6382,"('The Filth and the Fury', 2000.0)"
Paragraph 175,2000.0,"['Documentary', 'History', 'Romance']",7.7,2272,"('Paragraph 175', 2000.0)"
Bharatham,1991.0,"['Drama', 'Musical']",8.5,3448,"('Bharatham', 1991.0)"
Chenkol,1993.0,"['Action', 'Drama']",7.8,1080,"('Chenkol', 1993.0)"
Dasharatham,1989.0,"['Comedy', 'Drama']",8.5,2670,"('Dasharatham', 1989.0)"
His Highness Abdullah,1990.0,"['Drama', 'Musical', 'Thriller']",7.9,1563,"('His Highness Abdullah', 1990.0)"
Kireedam,1989.0,"['Action', 'Drama']",8.9,9675,"('Kireedam', 1989.0)"
Brotherhood of the Wolf,2001.0,"['Action', 'Adventure', 'Drama']",7.0,76329,"('Brotherhood of the Wolf', 2001.0)"
Bread and Tulips,2000.0,"['Comedy', 'Romance']",7.3,12490,"('Bread and Tulips', 2000.0)"
Sadayam,1992.0,"['Drama', 'Thriller']",8.5,1235,"('Sadayam', 1992.0)"
Thaniyavartanam,1987.0,['Drama'],8.9,3634,"('Thaniyavartanam', 1987.0)"
Boys Don't Cry,2000.0,"['Comedy', 'Crime']",7.6,8017,"(""Boys Don't Cry"", 2000.0)"
Equilibrium,2002.0,"['Action', 'Drama', 'Sci-Fi']",7.3,360946,"('Equilibrium', 2002.0)"
Brat 2,2000.0,"['Action', 'Crime', 'Drama']",7.6,19952,"('Brat 2', 2000.0)"
One Hundred Steps,2000.0,"['Biography', 'Crime', 'Drama']",7.5,7088,"('One Hundred Steps', 2000.0)"
Devdas,2002.0,"['Drama', 'Musical', 'Romance']",7.6,51805,"('Devdas', 2002.0)"
The Humpbacked Horse,1975.0,"['Adventure', 'Animation', 'Comedy']",7.4,1324,"('The Humpbacked Horse', 1975.0)"
Wild Flowers,2000.0,"['Drama', 'Fantasy', 'Horror']",7.0,1585,"('Wild Flowers', 2000.0)"
Monday,2000.0,"['Action', 'Comedy', 'Crime']",7.3,2537,"('Monday', 2000.0)"
Paradise Lost 2: Revelations,2000.0,"['Crime', 'Documentary']",7.5,10252,"('Paradise Lost 2: Revelations', 2000.0)"
Thammudu,1999.0,"['Action', 'Drama', 'Sport']",7.9,3846,"('Thammudu', 1999.0)"
Water,2005.0,['Drama'],7.7,15771,"('Water', 2005.0)"
The Swamp,2001.0,"['Comedy', 'Drama']",7.0,9200,"('The Swamp', 2001.0)"
Comet in Moominland,1992.0,"['Adventure', 'Animation', 'Family']",7.6,2573,"('Comet in Moominland', 1992.0)"
"Just, Melvin: Just Evil",2000.0,['Documentary'],7.0,1908,"('Just, Melvin: Just Evil', 2000.0)"
Ocean's Eleven,2001.0,"['Crime', 'Thriller']",7.7,668479,"(""Ocean's Eleven"", 2001.0)"
Sound and Fury,2000.0,['Documentary'],7.8,1103,"('Sound and Fury', 2000.0)"
Under the Sand,2000.0,"['Drama', 'Mystery']",7.0,11953,"('Under the Sand', 2000.0)"
Chocolat,2000.0,"['Drama', 'Romance']",7.2,209631,"('Chocolat', 2000.0)"
Harry Potter and the Sorcerer's Stone,2001.0,"['Adventure', 'Family', 'Fantasy']",7.7,942943,"(""Harry Potter and the Sorcerer's Stone"", 2001.0)"
Serpent's Path,1998.0,"['Crime', 'Drama', 'Thriller']",7.0,1298,"(""Serpent's Path"", 1998.0)"
To the Left of the Father,2001.0,['Drama'],7.5,2228,"('To the Left of the Father', 2001.0)"
Alai Payuthey,2000.0,"['Drama', 'Musical', 'Romance']",8.3,8869,"('Alai Payuthey', 2000.0)"
Hera Pheri,2000.0,"['Action', 'Comedy', 'Crime']",8.2,79987,"('Hera Pheri', 2000.0)"
I Have Found It,2000.0,"['Drama', 'Musical', 'Romance']",7.7,4174,"('I Have Found It', 2000.0)"
L.I.E.,2001.0,"['Crime', 'Drama']",7.1,11099,"('L.I.E.', 2001.0)"
The Book of Stone,1969.0,"['Drama', 'Fantasy', 'Horror']",7.2,1439,"('The Book of Stone', 1969.0)"
Waking Life,2001.0,"['Animation', 'Drama', 'Fantasy']",7.6,69289,"('Waking Life', 2001.0)"
The Man Who Wasn't There,2001.0,"['Crime', 'Drama']",7.5,119910,"(""The Man Who Wasn't There"", 2001.0)"
The Closet,2001.0,['Comedy'],7.0,19023,"('The Closet', 2001.0)"
Revolutionary Girl Utena: The Adolescence of Utena,1999.0,"['Action', 'Adventure', 'Animation']",7.2,2019,"('Revolutionary Girl Utena: The Adolescence of Utena', 1999.0)"
Pellet,2000.0,['Drama'],7.3,7423,"('Pellet', 2000.0)"
Italian for Beginners,2000.0,"['Comedy', 'Drama', 'Romance']",7.0,14432,"('Italian for Beginners', 2000.0)"
Eureka,2000.0,['Drama'],7.7,4657,"('Eureka', 2000.0)"
Unreel: A True Hollywood Story,2001.0,"['Comedy', 'Mystery']",8.2,1268,"('Unreel: A True Hollywood Story', 2001.0)"
Yi Yi,2000.0,['Drama'],8.1,33453,"('Yi Yi', 2000.0)"
Dark Blue World,2001.0,"['Action', 'Drama', 'Romance']",7.2,6336,"('Dark Blue World', 2001.0)"
Me You Them,2000.0,"['Comedy', 'Drama']",7.0,1995,"('Me You Them', 2000.0)"
Khubsoorat,1980.0,"['Comedy', 'Drama', 'Family']",7.6,2050,"('Khubsoorat', 1980.0)"
The Bench,2000.0,['Drama'],7.5,4719,"('The Bench', 2000.0)"
Michael Jordan to the Max,2000.0,"['Documentary', 'Sport']",7.4,2421,"('Michael Jordan to the Max', 2000.0)"
Spirited Away,2001.0,"['Adventure', 'Animation', 'Family']",8.6,956300,"('Spirited Away', 2001.0)"
Things Behind the Sun,2001.0,"['Drama', 'Music']",7.0,1569,"('Things Behind the Sun', 2001.0)"
Y Tu Mamá También,2001.0,['Drama'],7.7,139883,"('Y Tu Mamá También', 2001.0)"
Amores Perros,2000.0,"['Drama', 'Thriller']",8.0,271665,"('Amores Perros', 2000.0)"
Chunhyang,2000.0,"['Drama', 'Musical', 'Romance']",7.1,1884,"('Chunhyang', 2000.0)"
The Count of Monte Cristo,2002.0,"['Action', 'Adventure', 'Drama']",7.7,158826,"('The Count of Monte Cristo', 2002.0)"
Cheap Smokes,2000.0,"['Comedy', 'Romance']",7.4,4477,"('Cheap Smokes', 2000.0)"
Devils on the Doorstep,2000.0,"['Comedy', 'Drama', 'War']",8.2,9311,"('Devils on the Doorstep', 2000.0)"
The Wedding,2000.0,"['Comedy', 'Drama']",7.0,1297,"('The Wedding', 2000.0)"
Out 1,1971.0,"['Drama', 'Mystery']",7.4,1692,"('Out 1', 1971.0)"
Donnie Darko,2001.0,"['Drama', 'Mystery', 'Sci-Fi']",8.0,905623,"('Donnie Darko', 2001.0)"
Big Animal,2000.0,"['Comedy', 'Drama']",7.1,1134,"('Big Animal', 2000.0)"
Lumumba,2000.0,"['Biography', 'Drama', 'History']",7.2,2203,"('Lumumba', 2000.0)"
Mostly Martha,2001.0,"['Comedy', 'Drama', 'Romance']",7.2,8842,"('Mostly Martha', 2001.0)"
New Delhi,1987.0,"['Action', 'Crime', 'Drama']",7.8,1945,"('New Delhi', 1987.0)"
Qurbani,1980.0,"['Action', 'Crime', 'Drama']",7.1,1071,"('Qurbani', 1980.0)"
Before Night Falls,2000.0,"['Biography', 'Drama', 'Romance']",7.1,27175,"('Before Night Falls', 2000.0)"
The Believer,2001.0,['Drama'],7.1,43390,"('The Believer', 2001.0)"
The Gleaners & I,2000.0,['Documentary'],7.7,10036,"('The Gleaners & I', 2000.0)"
In the Bedroom,2001.0,"['Crime', 'Drama']",7.4,44223,"('In the Bedroom', 2001.0)"
Nazi Concentration and Prison Camps,1945.0,"['Documentary', 'History']",8.3,1816,"('Nazi Concentration and Prison Camps', 1945.0)"
Nine Queens,2000.0,"['Crime', 'Drama', 'Thriller']",7.9,62196,"('Nine Queens', 2000.0)"
Peppermint Candy,1999.0,['Drama'],7.6,12327,"('Peppermint Candy', 1999.0)"
Super Troopers,2001.0,"['Comedy', 'Crime', 'Mystery']",7.0,118118,"('Super Troopers', 2001.0)"
Badri,2000.0,"['Comedy', 'Drama', 'Romance']",7.3,2770,"('Badri', 2000.0)"
Get Ready to Be Boyzvoiced,2000.0,"['Comedy', 'Music']",7.3,1683,"('Get Ready to Be Boyzvoiced', 2000.0)"
Kabhi Khushi Kabhie Gham...,2001.0,"['Drama', 'Musical', 'Romance']",7.5,62526,"('Kabhi Khushi Kabhie Gham...', 2001.0)"
Ponthan Mada,1994.0,['Drama'],8.0,1074,"('Ponthan Mada', 1994.0)"
Shiva,1989.0,"['Action', 'Crime', 'Drama']",8.0,4346,"('Shiva', 1989.0)"
Tholi Prema,1998.0,"['Drama', 'Romance']",8.3,5261,"('Tholi Prema', 1998.0)"
Hedwig and the Angry Inch,2001.0,"['Comedy', 'Drama', 'Music']",7.7,39006,"('Hedwig and the Angry Inch', 2001.0)"
Into the Arms of Strangers: Stories of the Kindertransport,2000.0,"['Documentary', 'History', 'War']",7.7,2061,"('Into the Arms of Strangers: Stories of the Kindertransport', 2000.0)"
Moonnam Pakkam,1988.0,['Drama'],8.3,1175,"('Moonnam Pakkam', 1988.0)"
Namukku Parkkan Munthiri Thoppukal,1986.0,['Romance'],8.5,2790,"('Namukku Parkkan Munthiri Thoppukal', 1986.0)"
Thoovanathumbikal,1987.0,"['Drama', 'Romance']",8.6,5462,"('Thoovanathumbikal', 1987.0)"
Werckmeister Harmonies,2000.0,"['Drama', 'Mystery']",7.9,17781,"('Werckmeister Harmonies', 2000.0)"
Aha Naa Pellanta,1987.0,['Comedy'],8.9,3535,"('Aha Naa Pellanta', 1987.0)"
Annamayya,1997.0,"['Biography', 'Drama', 'History']",8.1,2008,"('Annamayya', 1997.0)"
Billy Elliot,2000.0,"['Drama', 'Music']",7.7,151106,"('Billy Elliot', 2000.0)"
Mayabazar,1957.0,"['Comedy', 'Drama']",9.0,6860,"('Mayabazar', 1957.0)"
The Trip,2002.0,"['Comedy', 'Drama', 'Romance']",7.0,4017,"('The Trip', 2002.0)"
Yeshwant,1997.0,"['Action', 'Crime', 'Drama']",7.2,1325,"('Yeshwant', 1997.0)"
Under the Skin of the City,2001.0,['Drama'],7.2,1769,"('Under the Skin of the City', 2001.0)"
The Experiment,2001.0,"['Drama', 'Thriller']",7.7,98630,"('The Experiment', 2001.0)"
PTU,2003.0,"['Action', 'Crime', 'Drama']",7.0,5818,"('PTU', 2003.0)"
Before the Storm,2000.0,"['Crime', 'Drama', 'Thriller']",7.2,1062,"('Before the Storm', 2000.0)"
Innocence,2000.0,['Drama'],7.1,2065,"('Innocence', 2000.0)"
John Q,2002.0,"['Crime', 'Drama', 'Thriller']",7.1,152749,"('John Q', 2002.0)"
Pushpaka Vimana,1987.0,"['Comedy', 'Drama']",8.6,4416,"('Pushpaka Vimana', 1987.0)"
The Tunnel,2001.0,"['Drama', 'History', 'Thriller']",7.7,6568,"('The Tunnel', 2001.0)"
Choke,1999.0,"['Documentary', 'Sport']",7.4,1005,"('Choke', 1999.0)"
Km. 0 - Kilometer Zero,2000.0,"['Comedy', 'Drama', 'Romance']",7.0,1844,"('Km. 0 - Kilometer Zero', 2000.0)"
Missamma,1955.0,"['Comedy', 'Drama', 'Family']",8.6,1045,"('Missamma', 1955.0)"
An American Reunion,2003.0,"['Comedy', 'Drama', 'Romance']",7.7,2053,"('An American Reunion', 2003.0)"
My Prostitute Love,1968.0,"['Drama', 'Romance']",7.9,3639,"('My Prostitute Love', 1968.0)"
Aditya 369,1991.0,"['Action', 'Adventure', 'Comedy']",8.4,3663,"('Aditya 369', 1991.0)"
Atla Gel Saban,1984.0,['Comedy'],7.6,5721,"('Atla Gel Saban', 1984.0)"
King of the Guards,1979.0,['Comedy'],7.6,7104,"('King of the Guards', 1979.0)"
Plaintiff,1987.0,"['Comedy', 'Drama']",7.1,3794,"('Plaintiff', 1987.0)"
Davaro,1981.0,['Comedy'],8.1,9874,"('Davaro', 1981.0)"
Deli Deli Küpeli,1986.0,"['Comedy', 'Drama', 'Romance']",7.3,4198,"('Deli Deli Küpeli', 1986.0)"
Dokunmayin Sabanima,1979.0,"['Comedy', 'Romance']",7.2,4396,"('Dokunmayin Sabanima', 1979.0)"
Queer World,1988.0,['Drama'],7.3,3359,"('Queer World', 1988.0)"
Elephants and Grass,2000.0,"['Drama', 'Thriller']",7.0,2955,"('Elephants and Grass', 2000.0)"
Rabbit-Proof Fence,2002.0,"['Adventure', 'Biography', 'Drama']",7.4,31544,"('Rabbit-Proof Fence', 2002.0)"
Poor,1986.0,"['Comedy', 'Drama']",7.1,4794,"('Poor', 1986.0)"
Gerzek Saban,1980.0,['Comedy'],7.1,3507,"('Gerzek Saban', 1980.0)"
The Grey Zone,2001.0,"['Drama', 'History', 'War']",7.0,12057,"('The Grey Zone', 2001.0)"
The Chaos Class,1975.0,['Comedy'],9.2,45820,"('The Chaos Class', 1975.0)"
The Chaos Class Failed the Class,1975.0,['Comedy'],8.5,29913,"('The Chaos Class Failed the Class', 1975.0)"
The Chaos Class Is on Vacation,1977.0,['Comedy'],8.6,20108,"('The Chaos Class Is on Vacation', 1977.0)"
The Chaos Class Is Waking Up,1976.0,['Comedy'],8.7,22251,"('The Chaos Class Is Waking Up', 1976.0)"
Bloody Nigar,1981.0,"['Comedy', 'Romance']",7.1,3727,"('Bloody Nigar', 1981.0)"
King of the Doormen,1976.0,['Comedy'],8.3,14801,"('King of the Doormen', 1976.0)"
"Feyzo, the Polite One",1978.0,"['Comedy', 'Drama']",8.6,18530,"('Feyzo, the Polite One', 1978.0)"
Henpecked,1983.0,['Comedy'],7.0,3850,"('Henpecked', 1983.0)"
Seat Trouble,1990.0,"['Comedy', 'Drama']",7.0,2962,"('Seat Trouble', 1990.0)"
