Name,Year,genres,rating,votes,Key
Before the Rain,1994.0,"['Drama', 'Romance', 'War']",7.8,16613,"('Before the Rain', 1994.0)"
Priest,1994.0,"['Drama', 'Romance']",7.1,11698,"('Priest', 1994.0)"
Pulp Fiction,1994.0,"['Crime', 'Drama']",8.8,2414957,"('Pulp Fiction', 1994.0)"
A Pure Formality,1994.0,"['Crime', 'Drama', 'Thriller']",7.5,13494,"('A Pure Formality', 1994.0)"
Good Old Daze,1994.0,"['Comedy', 'Drama', 'Romance']",7.2,3541,"('Good Old Daze', 1994.0)"
Quiz Show,1994.0,"['Biography', 'Drama', 'History']",7.5,77370,"('Quiz Show', 1994.0)"
Queen Margot,1994.0,"['Biography', 'Drama', 'History']",7.4,20175,"('Queen Margot', 1994.0)"
Wild Reeds,1994.0,"['Drama', 'Romance']",7.3,7187,"('Wild Reeds', 1994.0)"
The Silences of the Palace,1994.0,['Drama'],7.3,1219,"('The Silences of the Palace', 1994.0)"
The Secret of Roan Inish,1994.0,"['Drama', 'Family', 'Fantasy']",7.4,10637,"('The Secret of Roan Inish', 1994.0)"
Shallow Grave,1994.0,"['Crime', 'Drama', 'Thriller']",7.2,70402,"('Shallow Grave', 1994.0)"
The Shawshank Redemption,1994.0,['Drama'],9.3,3159043,"('The Shawshank Redemption', 1994.0)"
Speed,1994.0,"['Action', 'Adventure', 'Thriller']",7.3,420335,"('Speed', 1994.0)"
Stargate,1994.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,217830,"('Stargate', 1994.0)"
The Sum of Us,1994.0,"['Comedy', 'Drama']",7.3,6187,"('The Sum of Us', 1994.0)"
Satantango,1994.0,['Drama'],8.2,14016,"('Satantango', 1994.0)"
That's Entertainment! III,1994.0,"['Documentary', 'Family', 'Musical']",7.5,1873,"(""That's Entertainment! III"", 1994.0)"
Three Colors: Red,1994.0,"['Drama', 'Mystery', 'Romance']",8.1,116309,"('Three Colors: Red', 1994.0)"
True Lies,1994.0,"['Action', 'Comedy', 'Thriller']",7.3,299811,"('True Lies', 1994.0)"
Three Colors: White,1994.0,"['Comedy', 'Drama', 'Romance']",7.6,85073,"('Three Colors: White', 1994.0)"
Drunken Master II,1994.0,"['Action', 'Comedy']",7.5,51371,"('Drunken Master II', 1994.0)"
An Unforgettable Summer,1994.0,"['Drama', 'Romance', 'War']",7.3,1182,"('An Unforgettable Summer', 1994.0)"
Burnt by the Sun,1994.0,"['Drama', 'War']",7.8,17205,"('Burnt by the Sun', 1994.0)"
Vanya on 42nd Street,1994.0,"['Comedy', 'Drama', 'Romance']",7.3,5642,"('Vanya on 42nd Street', 1994.0)"
War of the Buttons,1994.0,"['Adventure', 'Drama', 'Family']",7.3,4926,"('War of the Buttons', 1994.0)"
What Happened Was...,1994.0,"['Comedy', 'Drama', 'Romance']",7.3,2659,"('What Happened Was...', 1994.0)"
"C'est la vie, mon chéri",1993.0,"['Drama', 'Romance']",7.6,1019,"(""C'est la vie, mon chéri"", 1993.0)"
In the Heat of the Sun,1994.0,"['Drama', 'Romance']",8.0,6219,"('In the Heat of the Sun', 1994.0)"
Eat Drink Man Woman,1994.0,"['Comedy', 'Drama', 'Romance']",7.8,24853,"('Eat Drink Man Woman', 1994.0)"
Through the Olive Trees,1994.0,['Drama'],7.7,11691,"('Through the Olive Trees', 1994.0)"
Angel Baby,1995.0,"['Drama', 'Romance']",7.0,1652,"('Angel Baby', 1995.0)"
Anne Frank Remembered,1995.0,"['Biography', 'Documentary', 'War']",8.1,1458,"('Anne Frank Remembered', 1995.0)"
Antonia's Line,1995.0,"['Comedy', 'Drama']",7.4,9988,"(""Antonia's Line"", 1995.0)"
Apollo 13,1995.0,"['Adventure', 'Drama', 'History']",7.7,334263,"('Apollo 13', 1995.0)"
The Thief and the Cobbler,1993.0,"['Action', 'Adventure', 'Animation']",7.1,5220,"('The Thief and the Cobbler', 1993.0)"
The White Balloon,1995.0,"['Drama', 'Family']",7.6,8924,"('The White Balloon', 1995.0)"
Balto,1995.0,"['Adventure', 'Animation', 'Drama']",7.1,51543,"('Balto', 1995.0)"
The Basketball Diaries,1995.0,"['Biography', 'Crime', 'Drama']",7.3,131338,"('The Basketball Diaries', 1995.0)"
Before Sunrise,1995.0,"['Comedy', 'Drama', 'Romance']",8.1,373494,"('Before Sunrise', 1995.0)"
Sailor Moon SuperS: The Movie: Black Dream Hole,1995.0,"['Action', 'Animation', 'Comedy']",7.4,1984,"('Sailor Moon SuperS: The Movie: Black Dream Hole', 1995.0)"
Bombay,1995.0,"['Drama', 'Musical', 'Romance']",8.1,15073,"('Bombay', 1995.0)"
Happiness Is in the Field,1995.0,['Comedy'],7.0,3185,"('Happiness Is in the Field', 1995.0)"
Braveheart,1995.0,"['Biography', 'Drama', 'War']",8.3,1154709,"('Braveheart', 1995.0)"
The Bridges of Madison County,1995.0,"['Drama', 'Romance']",7.6,95893,"('The Bridges of Madison County', 1995.0)"
Wild Horses,1995.0,"['Comedy', 'Crime', 'Drama']",7.1,2055,"('Wild Horses', 1995.0)"
Midaq Alley,1995.0,"['Drama', 'Romance']",7.3,3630,"('Midaq Alley', 1995.0)"
Casino,1995.0,"['Crime', 'Drama']",8.2,613711,"('Casino', 1995.0)"
The Celluloid Closet,1995.0,"['Documentary', 'History']",7.8,7955,"('The Celluloid Closet', 1995.0)"
The City of Lost Children,1995.0,"['Adventure', 'Drama', 'Fantasy']",7.4,74604,"('The City of Lost Children', 1995.0)"
God's Comedy,1995.0,"['Comedy', 'Drama']",7.2,1582,"(""God's Comedy"", 1995.0)"
The Confessional,1995.0,"['Drama', 'Mystery', 'Thriller']",7.4,1674,"('The Confessional', 1995.0)"
Crimson Tide,1995.0,"['Action', 'Drama', 'Thriller']",7.4,135095,"('Crimson Tide', 1995.0)"
The Cure,1995.0,"['Adventure', 'Drama']",7.7,11809,"('The Cure', 1995.0)"
Cyclo,1995.0,"['Crime', 'Drama']",7.1,5901,"('Cyclo', 1995.0)"
La cérémonie,1995.0,"['Crime', 'Drama', 'Thriller']",7.5,15117,"('La cérémonie', 1995.0)"
A Chinese Odyssey: Part One - Pandora's Box,1995.0,"['Action', 'Adventure', 'Comedy']",7.5,9371,"(""A Chinese Odyssey: Part One - Pandora's Box"", 1995.0)"
Dead Man,1995.0,"['Adventure', 'Drama', 'Western']",7.5,108522,"('Dead Man', 1995.0)"
Dead Man Walking,1995.0,"['Crime', 'Drama']",7.5,107894,"('Dead Man Walking', 1995.0)"
Desperado,1995.0,"['Action', 'Crime', 'Drama']",7.1,207253,"('Desperado', 1995.0)"
Die Hard with a Vengeance,1995.0,"['Action', 'Adventure', 'Thriller']",7.6,429010,"('Die Hard with a Vengeance', 1995.0)"
Dilwale Dulhania Le Jayenge,1995.0,"['Drama', 'Romance']",8.0,84737,"('Dilwale Dulhania Le Jayenge', 1995.0)"
Fallen Angels,1995.0,"['Comedy', 'Crime', 'Drama']",7.5,59748,"('Fallen Angels', 1995.0)"
The Day of the Beast,1995.0,"['Action', 'Comedy', 'Crime']",7.3,25894,"('The Day of the Beast', 1995.0)"
The Flower of My Secret,1995.0,"['Comedy', 'Drama']",7.0,13664,"('The Flower of My Secret', 1995.0)"
Frank and Ollie,1995.0,['Documentary'],7.6,1177,"('Frank and Ollie', 1995.0)"
Friday,1995.0,"['Comedy', 'Drama']",7.2,135807,"('Friday', 1995.0)"
GoldenEye,1995.0,"['Action', 'Adventure', 'Thriller']",7.2,284216,"('GoldenEye', 1995.0)"
A Goofy Movie,1995.0,"['Adventure', 'Animation', 'Comedy']",7.0,69141,"('A Goofy Movie', 1995.0)"
La haine,1995.0,"['Crime', 'Drama']",8.1,223211,"('La haine', 1995.0)"
"Good Men, Good Women",1995.0,"['Drama', 'Romance']",7.2,1322,"('Good Men, Good Women', 1995.0)"
Heat,1995.0,"['Action', 'Crime', 'Drama']",8.3,793752,"('Heat', 1995.0)"
Hollow Reed,1996.0,"['Drama', 'Romance']",7.2,1206,"('Hollow Reed', 1996.0)"
The Horseman on the Roof,1995.0,"['Adventure', 'Drama', 'Romance']",7.0,6631,"('The Horseman on the Roof', 1995.0)"
I.D.,1995.0,"['Crime', 'Drama']",7.3,7903,"('I.D.', 1995.0)"
A Midwinter's Tale,1995.0,['Comedy'],7.2,2903,"(""A Midwinter's Tale"", 1995.0)"
In the Mouth of Madness,1994.0,"['Drama', 'Fantasy', 'Horror']",7.1,88285,"('In the Mouth of Madness', 1994.0)"
"Institute Benjamenta, or This Dream That One Calls Human Life",1995.0,['Drama'],7.0,2178,"('Institute Benjamenta, or This Dream That One Calls Human Life', 1995.0)"
It's My Party,1996.0,"['Drama', 'Romance']",7.1,3393,"(""It's My Party"", 1996.0)"
Jumanji,1995.0,"['Adventure', 'Comedy', 'Family']",7.1,409416,"('Jumanji', 1995.0)"
Kids,1995.0,['Drama'],7.0,91126,"('Kids', 1995.0)"
Zero Kelvin,1995.0,['Drama'],7.2,2315,"('Zero Kelvin', 1995.0)"
Ghost in the Shell,1995.0,"['Action', 'Animation', 'Crime']",7.9,171820,"('Ghost in the Shell', 1995.0)"
Kummeli Stories,1995.0,"['Comedy', 'Musical', 'Sport']",7.0,2612,"('Kummeli Stories', 1995.0)"
Lang leve de koningin,1995.0,"['Adventure', 'Drama', 'Family']",7.3,1374,"('Lang leve de koningin', 1995.0)"
Last of the Dogmen,1995.0,"['Adventure', 'Drama', 'Western']",7.0,6530,"('Last of the Dogmen', 1995.0)"
Leaving Las Vegas,1995.0,"['Drama', 'Romance']",7.5,144253,"('Leaving Las Vegas', 1995.0)"
A Little Princess,1995.0,"['Drama', 'Family', 'Fantasy']",7.6,38871,"('A Little Princess', 1995.0)"
Living in Oblivion,1995.0,"['Comedy', 'Drama']",7.5,21567,"('Living in Oblivion', 1995.0)"
Love Letter,1995.0,"['Drama', 'Romance']",7.9,13106,"('Love Letter', 1995.0)"
Maborosi,1995.0,['Drama'],7.5,8328,"('Maborosi', 1995.0)"
Mallrats,1995.0,"['Comedy', 'Romance']",7.0,133761,"('Mallrats', 1995.0)"
Margaret's Museum,1995.0,['Drama'],7.2,1439,"(""Margaret's Museum"", 1995.0)"
Memories,1995.0,"['Animation', 'Drama', 'Horror']",7.5,25554,"('Memories', 1995.0)"
Mighty Aphrodite,1995.0,"['Comedy', 'Fantasy', 'Romance']",7.0,44807,"('Mighty Aphrodite', 1995.0)"
Whisper of the Heart,1995.0,"['Animation', 'Drama', 'Family']",7.8,82166,"('Whisper of the Heart', 1995.0)"
Les Misérables,1995.0,"['Comedy', 'Drama', 'History']",7.4,4386,"('Les Misérables', 1995.0)"
August in the Water,1995.0,"['Drama', 'Sci-Fi']",7.3,1080,"('August in the Water', 1995.0)"
Mr. Holland's Opus,1995.0,"['Drama', 'Music']",7.4,43970,"(""Mr. Holland's Opus"", 1995.0)"
Murder in the First,1995.0,"['Drama', 'Thriller']",7.3,32755,"('Murder in the First', 1995.0)"
My Family,1995.0,['Drama'],7.3,4820,"('My Family', 1995.0)"
Like Grains of Sand,1995.0,"['Drama', 'Romance']",7.3,1656,"('Like Grains of Sand', 1995.0)"
Nelly & Monsieur Arnaud,1995.0,['Drama'],7.2,5409,"('Nelly & Monsieur Arnaud', 1995.0)"
Nothing Funny,1995.0,"['Comedy', 'Drama']",7.3,4182,"('Nothing Funny', 1995.0)"
Nixon,1995.0,"['Biography', 'Drama', 'History']",7.0,34463,"('Nixon', 1995.0)"
Peculiarities of the National Hunt,1995.0,['Comedy'],7.4,5143,"('Peculiarities of the National Hunt', 1995.0)"
Pulkownik Kwiatkowski,1995.0,"['Adventure', 'Comedy', 'History']",7.0,1000,"('Pulkownik Kwiatkowski', 1995.0)"
Rangeela,1995.0,"['Comedy', 'Drama', 'Musical']",7.4,11090,"('Rangeela', 1995.0)"
Rendez-vous in Paris,1995.0,"['Comedy', 'Romance']",7.2,2723,"('Rendez-vous in Paris', 1995.0)"
Richard III,1995.0,"['Drama', 'Sci-Fi', 'War']",7.3,16311,"('Richard III', 1995.0)"
Safe,1995.0,['Drama'],7.1,19129,"('Safe', 1995.0)"
Hello Cinema,1995.0,"['Comedy', 'Drama']",7.6,2353,"('Hello Cinema', 1995.0)"
Brother of Sleep,1995.0,"['Drama', 'Music', 'Romance']",7.0,1738,"('Brother of Sleep', 1995.0)"
La scuola,1995.0,"['Comedy', 'Drama']",7.0,1140,"('La scuola', 1995.0)"
Se7en,1995.0,"['Crime', 'Drama', 'Mystery']",8.6,1998968,"('Se7en', 1995.0)"
Sense and Sensibility,1995.0,"['Drama', 'Romance']",7.7,136311,"('Sense and Sensibility', 1995.0)"
Shirli-myrli,1995.0,['Comedy'],7.1,2787,"('Shirli-myrli', 1995.0)"
Smoke,1995.0,"['Comedy', 'Drama']",7.4,39817,"('Smoke', 1995.0)"
Stonewall,1995.0,"['Comedy', 'Drama', 'Romance']",7.1,1855,"('Stonewall', 1995.0)"
Strange Days,1995.0,"['Crime', 'Drama', 'Sci-Fi']",7.2,84531,"('Strange Days', 1995.0)"
Street Fighter II: The Animated Movie,1994.0,"['Action', 'Adventure', 'Animation']",7.2,10910,"('Street Fighter II: The Animated Movie', 1994.0)"
Swimming with Sharks,1994.0,"['Comedy', 'Crime']",7.0,25868,"('Swimming with Sharks', 1994.0)"
Tato,1995.0,['Drama'],7.1,1749,"('Tato', 1995.0)"
Foreign Land,1995.0,"['Action', 'Crime', 'Drama']",7.4,2655,"('Foreign Land', 1995.0)"
Land and Freedom,1995.0,"['Drama', 'War']",7.5,12806,"('Land and Freedom', 1995.0)"
Tokyo Fist,1995.0,"['Action', 'Drama', 'Horror']",7.0,4619,"('Tokyo Fist', 1995.0)"
Tommy Boy,1995.0,"['Adventure', 'Comedy']",7.1,104261,"('Tommy Boy', 1995.0)"
The Deathmaker,1995.0,"['Crime', 'Drama']",7.5,2514,"('The Deathmaker', 1995.0)"
Toy Story,1995.0,"['Adventure', 'Animation', 'Comedy']",8.3,1163103,"('Toy Story', 1995.0)"
The Three Brothers,1995.0,['Comedy'],7.2,8097,"('The Three Brothers', 1995.0)"
12 Monkeys,1995.0,"['Mystery', 'Sci-Fi', 'Thriller']",8.0,676274,"('12 Monkeys', 1995.0)"
Underground,1995.0,"['Comedy', 'Drama', 'Fantasy']",8.0,63935,"('Underground', 1995.0)"
The Star Maker,1995.0,"['Drama', 'Romance']",7.3,5767,"('The Star Maker', 1995.0)"
The Usual Suspects,1995.0,"['Crime', 'Drama', 'Mystery']",8.5,1229836,"('The Usual Suspects', 1995.0)"
Ulysses' Gaze,1995.0,"['Drama', 'War']",7.6,7952,"(""Ulysses' Gaze"", 1995.0)"
Welcome to the Dollhouse,1995.0,"['Comedy', 'Drama']",7.3,40149,"('Welcome to the Dollhouse', 1995.0)"
A Chinese Odyssey: Part 2 - Cinderella,1995.0,"['Action', 'Adventure', 'Comedy']",7.8,9431,"('A Chinese Odyssey: Part 2 - Cinderella', 1995.0)"
Xiu Xiu: The Sent-Down Girl,1998.0,['Drama'],7.5,3866,"('Xiu Xiu: The Sent-Down Girl', 1998.0)"
Shanghai Triad,1995.0,"['Crime', 'Drama', 'History']",7.1,6396,"('Shanghai Triad', 1995.0)"
The Young Poisoner's Handbook,1995.0,"['Comedy', 'Crime', 'Drama']",7.0,3979,"(""The Young Poisoner's Handbook"", 1995.0)"
The Garden,1995.0,['Comedy'],7.6,2332,"('The Garden', 1995.0)"
According to Pereira,1995.0,['Drama'],7.1,1568,"('According to Pereira', 1995.0)"
The Apartment,1996.0,"['Drama', 'Mystery', 'Romance']",7.3,16943,"('The Apartment', 1996.0)"
Asphalt Tango,1996.0,['Comedy'],8.0,2028,"('Asphalt Tango', 1996.0)"
Beautiful Girls,1996.0,"['Comedy', 'Drama', 'Romance']",7.1,36163,"('Beautiful Girls', 1996.0)"
Beautiful Thing,1996.0,"['Comedy', 'Drama', 'Romance']",7.6,27143,"('Beautiful Thing', 1996.0)"
The Green Planet,1996.0,"['Comedy', 'Sci-Fi']",7.1,6134,"('The Green Planet', 1996.0)"
Bernie,1996.0,"['Comedy', 'Drama']",7.1,4268,"('Bernie', 1996.0)"
The King of Masks,1995.0,['Drama'],7.7,3596,"('The King of Masks', 1995.0)"
Big Night,1996.0,"['Drama', 'Romance']",7.3,24739,"('Big Night', 1996.0)"
The Birdcage,1996.0,['Comedy'],7.3,114714,"('The Birdcage', 1996.0)"
Bound,1996.0,"['Crime', 'Thriller']",7.3,66519,"('Bound', 1996.0)"
Box of Moonlight,1996.0,"['Comedy', 'Drama']",7.1,6386,"('Box of Moonlight', 1996.0)"
Brassed Off,1996.0,"['Comedy', 'Drama', 'Music']",7.2,22197,"('Brassed Off', 1996.0)"
Breaking the Waves,1996.0,['Drama'],7.8,75544,"('Breaking the Waves', 1996.0)"
Captain Conan,1996.0,"['Drama', 'War']",7.2,2624,"('Captain Conan', 1996.0)"
Citizen Ruth,1996.0,"['Comedy', 'Drama']",7.0,9718,"('Citizen Ruth', 1996.0)"
A Summer's Tale,1996.0,"['Comedy', 'Drama', 'Romance']",7.6,11758,"(""A Summer's Tale"", 1996.0)"
The Daytrippers,1996.0,"['Comedy', 'Drama']",7.1,8718,"('The Daytrippers', 1996.0)"
Different for Girls,1996.0,"['Comedy', 'Drama', 'Romance']",7.0,2115,"('Different for Girls', 1996.0)"
Devil's Island,1996.0,"['Comedy', 'Drama']",7.2,1133,"(""Devil's Island"", 1996.0)"
The English Patient,1996.0,"['Drama', 'Romance', 'War']",7.4,212613,"('The English Patient', 1996.0)"
The Bandit,1996.0,"['Crime', 'Drama']",8.1,75079,"('The Bandit', 1996.0)"
Eye of God,1997.0,"['Crime', 'Drama']",7.3,1467,"('Eye of God', 1997.0)"
Familia,1996.0,"['Comedy', 'Drama']",7.2,1639,"('Familia', 1996.0)"
A Family Thing,1996.0,"['Comedy', 'Drama']",7.1,4837,"('A Family Thing', 1996.0)"
Fargo,1996.0,"['Crime', 'Drama', 'Thriller']",8.1,780662,"('Fargo', 1996.0)"
Fire,1996.0,"['Crime', 'Drama', 'Romance']",7.1,6729,"('Fire', 1996.0)"
The Frighteners,1996.0,"['Comedy', 'Drama', 'Fantasy']",7.1,101922,"('The Frighteners', 1996.0)"
From Dusk Till Dawn,1996.0,"['Action', 'Crime', 'Horror']",7.2,367282,"('From Dusk Till Dawn', 1996.0)"
Gamera 2: Attack of the Legion,1996.0,"['Action', 'Drama', 'Fantasy']",7.0,3499,"('Gamera 2: Attack of the Legion', 1996.0)"
Ghatak: Lethal,1996.0,"['Action', 'Drama']",7.6,4737,"('Ghatak: Lethal', 1996.0)"
The God of Cookery,1996.0,"['Action', 'Comedy', 'Fantasy']",7.2,10680,"('The God of Cookery', 1996.0)"
Young and Dangerous,1996.0,"['Action', 'Crime', 'Thriller']",7.0,2269,"('Young and Dangerous', 1996.0)"
Hamlet,1996.0,['Drama'],7.7,41756,"('Hamlet', 1996.0)"
Hamsun,1996.0,"['Biography', 'Drama', 'War']",7.2,1808,"('Hamsun', 1996.0)"
Hands on a Hardbody: The Documentary,1997.0,"['Comedy', 'Documentary', 'Drama']",7.6,2653,"('Hands on a Hardbody: The Documentary', 1997.0)"
Happy Gilmore,1996.0,"['Comedy', 'Sport']",7.0,304155,"('Happy Gilmore', 1996.0)"
Hard Core Logo,1996.0,"['Comedy', 'Drama', 'Music']",7.2,2940,"('Hard Core Logo', 1996.0)"
The Eighth Day,1996.0,"['Comedy', 'Drama']",7.5,10581,"('The Eighth Day', 1996.0)"
The Hunchback of Notre Dame,1996.0,"['Animation', 'Drama', 'Family']",7.0,183080,"('The Hunchback of Notre Dame', 1996.0)"
Hype!,1996.0,"['Documentary', 'History', 'Music']",7.5,3237,"('Hype!', 1996.0)"
Independence Day,1996.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,643045,"('Independence Day', 1996.0)"
Indian,1996.0,"['Action', 'Drama', 'Musical']",8.1,15982,"('Indian', 1996.0)"
Irma Vep,1996.0,"['Comedy', 'Drama']",7.0,10656,"('Irma Vep', 1996.0)"
Beyond Silence,1996.0,"['Drama', 'Music']",7.4,4761,"('Beyond Silence', 1996.0)"
Jerry Maguire,1996.0,"['Comedy', 'Drama', 'Romance']",7.3,308470,"('Jerry Maguire', 1996.0)"
The Hunters,1996.0,"['Crime', 'Thriller']",7.0,10170,"('The Hunters', 1996.0)"
How the War Started on My Island,1996.0,"['Comedy', 'Drama', 'War']",7.8,3080,"('How the War Started on My Island', 1996.0)"
Drifting Clouds,1996.0,"['Comedy', 'Drama']",7.6,10486,"('Drifting Clouds', 1996.0)"
Prisoner of the Mountains,1996.0,"['Drama', 'War']",7.5,4951,"('Prisoner of the Mountains', 1996.0)"
Khamoshi the Musical,1996.0,"['Drama', 'Musical', 'Romance']",7.5,4951,"('Khamoshi the Musical', 1996.0)"
Kids Return,1996.0,"['Crime', 'Drama', 'Sport']",7.4,7276,"('Kids Return', 1996.0)"
Kolya,1996.0,"['Comedy', 'Drama', 'Music']",7.7,16922,"('Kolya', 1996.0)"
Leila,1997.0,"['Drama', 'Family', 'Romance']",7.4,4427,"('Leila', 1997.0)"
Leily Is with Me,1996.0,"['Adventure', 'Comedy', 'Drama']",7.5,5367,"('Leily Is with Me', 1996.0)"
"Pretty Village, Pretty Flame",1996.0,"['Drama', 'History', 'War']",8.6,18895,"('Pretty Village, Pretty Flame', 1996.0)"
Level Five,1997.0,"['Documentary', 'Romance', 'War']",7.0,1007,"('Level Five', 1997.0)"
Lilies,1996.0,"['Crime', 'Drama', 'Fantasy']",7.3,3075,"('Lilies', 1996.0)"
Lone Star,1996.0,"['Drama', 'Mystery', 'Western']",7.4,35344,"('Lone Star', 1996.0)"
Looking for Richard,1996.0,"['Documentary', 'Drama']",7.3,8822,"('Looking for Richard', 1996.0)"
Lost Highway,1997.0,"['Drama', 'Mystery', 'Thriller']",7.6,168914,"('Lost Highway', 1997.0)"
Maachis,1996.0,"['Action', 'Crime', 'Drama']",7.7,2585,"('Maachis', 1996.0)"
Mahjong,1996.0,"['Comedy', 'Crime', 'Drama']",7.4,2294,"('Mahjong', 1996.0)"
Matilda,1996.0,"['Comedy', 'Family', 'Fantasy']",7.0,193581,"('Matilda', 1996.0)"
Michael Collins,1996.0,"['Biography', 'Drama', 'History']",7.1,35944,"('Michael Collins', 1996.0)"
Microcosmos,1996.0,['Documentary'],7.9,12078,"('Microcosmos', 1996.0)"
The Mirror,1997.0,['Drama'],7.5,3535,"('The Mirror', 1997.0)"
Mission: Impossible,1996.0,"['Action', 'Adventure', 'Thriller']",7.2,514258,"('Mission: Impossible', 1996.0)"
Mother Night,1996.0,"['Drama', 'Romance', 'War']",7.1,5877,"('Mother Night', 1996.0)"
Mystery Science Theater 3000: The Movie,1996.0,"['Comedy', 'Drama', 'Fantasy']",7.1,19278,"('Mystery Science Theater 3000: The Movie', 1996.0)"
Nach Fünf im Urwald,1995.0,"['Comedy', 'Romance']",7.1,1619,"('Nach Fünf im Urwald', 1995.0)"
"Goodbye South, Goodbye",1996.0,"['Crime', 'Drama']",7.2,2108,"('Goodbye South, Goodbye', 1996.0)"
A Moment of Innocence,1996.0,"['Comedy', 'Drama']",7.7,5046,"('A Moment of Innocence', 1996.0)"
Outsider,1997.0,['Drama'],8.0,1272,"('Outsider', 1997.0)"
Paradise Lost: The Child Murders at Robin Hood Hills,1996.0,"['Crime', 'Documentary']",8.2,19429,"('Paradise Lost: The Child Murders at Robin Hood Hills', 1996.0)"
The Father,1996.0,['Drama'],7.4,1791,"('The Father', 1996.0)"
The People vs. Larry Flynt,1996.0,"['Biography', 'Drama']",7.3,105334,"('The People vs. Larry Flynt', 1996.0)"
Picnic,1996.0,"['Drama', 'Fantasy']",7.1,2817,"('Picnic', 1996.0)"
Ponette,1996.0,['Drama'],7.5,4963,"('Ponette', 1996.0)"
Primal Fear,1996.0,"['Crime', 'Drama', 'Mystery']",7.7,279472,"('Primal Fear', 1996.0)"
Deep Crimson,1996.0,"['Crime', 'Drama', 'Romance']",7.1,2430,"('Deep Crimson', 1996.0)"
The Promise,1996.0,['Drama'],7.7,8953,"('The Promise', 1996.0)"
Pusher,1996.0,"['Crime', 'Thriller']",7.3,50832,"('Pusher', 1996.0)"
Ridicule,1996.0,"['Comedy', 'Drama', 'History']",7.3,8528,"('Ridicule', 1996.0)"
The Rock,1996.0,"['Action', 'Adventure', 'Thriller']",7.4,378196,"('The Rock', 1996.0)"
The Perfect Circle,1997.0,"['Drama', 'War']",8.1,2572,"('The Perfect Circle', 1997.0)"
Scream,1996.0,"['Horror', 'Mystery']",7.4,438542,"('Scream', 1996.0)"
Secrets & Lies,1996.0,"['Comedy', 'Drama']",8.0,51092,"('Secrets & Lies', 1996.0)"
Shall We Dance?,1996.0,"['Comedy', 'Drama', 'Music']",7.7,12422,"('Shall We Dance?', 1996.0)"
Shine,1996.0,"['Biography', 'Drama', 'Music']",7.6,58743,"('Shine', 1996.0)"
Sleepers,1996.0,"['Crime', 'Drama', 'Thriller']",7.5,250451,"('Sleepers', 1996.0)"
Sling Blade,1996.0,['Drama'],8.0,104468,"('Sling Blade', 1996.0)"
Some Mother's Son,1996.0,"['Drama', 'History']",7.2,3151,"(""Some Mother's Son"", 1996.0)"
Conspirators of Pleasure,1996.0,"['Comedy', 'Drama']",7.3,3911,"('Conspirators of Pleasure', 1996.0)"
The Spitfire Grill,1996.0,['Drama'],7.0,7562,"('The Spitfire Grill', 1996.0)"
Star Trek: First Contact,1996.0,"['Action', 'Adventure', 'Drama']",7.6,137250,"('Star Trek: First Contact', 1996.0)"
Swallowtail Butterfly,1996.0,"['Crime', 'Drama']",7.5,4847,"('Swallowtail Butterfly', 1996.0)"
Swingers,1996.0,"['Comedy', 'Drama']",7.2,92006,"('Swingers', 1996.0)"
Tenchi the Movie - Tenchi Muyo in Love,1996.0,"['Adventure', 'Animation', 'Comedy']",7.1,1545,"('Tenchi the Movie - Tenchi Muyo in Love', 1996.0)"
Thesis,1996.0,"['Crime', 'Horror', 'Mystery']",7.4,45922,"('Thesis', 1996.0)"
That Thing You Do!,1996.0,"['Comedy', 'Drama', 'Music']",7.0,77809,"('That Thing You Do!', 1996.0)"
Comrades: Almost a Love Story,1996.0,"['Drama', 'Romance']",8.1,8853,"('Comrades: Almost a Love Story', 1996.0)"
Earth,1996.0,"['Drama', 'Fantasy', 'Romance']",7.2,4164,"('Earth', 1996.0)"
A Time to Kill,1996.0,"['Crime', 'Drama', 'Thriller']",7.5,203664,"('A Time to Kill', 1996.0)"
